CowTagID,Predictor_measurement,Predictor_scaled
19,min_Ammonia_umolL,-1.3043538088962963
19,max_Ammonia_umolL,-0.5079409348094005
19,mean_Ammonia_umolL,-0.9326370406474938
19,range_Ammonia_umolL,-0.28492167098790266
19,cv_Ammonia_umolL,0.5284832794457008
19,min_NN_umolL,-2.1886748700000487
19,max_NN_umolL,-1.569038917492583
19,mean_NN_umolL,-2.2882132481853636
19,range_NN_umolL,-0.7979900563577353
19,cv_NN_umolL,-0.3169323924526068
19,min_pH,0.8750240313389162
19,max_pH,1.821988988519725
19,mean_pH,1.1417073757456806
19,range_pH,0.1430289196530319
19,cv_pH,0.328386331413902
19,min_Phosphate_umolL,-0.7696196041295011
19,max_Phosphate_umolL,-1.1273818169068321
19,mean_Phosphate_umolL,-1.260102894586584
19,range_Phosphate_umolL,-0.6616254476047678
19,cv_Phosphate_umolL,-0.5273927412363386
19,min_Salinity,1.1094976767744307
19,max_Salinity,-0.8304394196024392
19,mean_Salinity,0.2752229064265519
19,range_Salinity,-1.6146017750707908
19,cv_Salinity,-1.7030437261071063
19,min_Silicate_umolL,-1.0271865585661692
19,max_Silicate_umolL,-1.4208485003995275
19,mean_Silicate_umolL,-1.589771767195644
19,range_Silicate_umolL,-1.3130290782247989
19,cv_Silicate_umolL,-1.398647079327411
19,del15N,-1.4701107239523532
19,N_percent,-0.044849184775982445
20,min_Temperature_C,-0.4807036309535062
20,max_Temperature_C,0.09129990609079565
20,mean_Temperature_C,-0.12680261911902968
20,range_Temperature_C,0.41764539281973423
20,cv_Temperature_C,0.07252104867088081
20,min_Ammonia_umolL,-0.31993583991795943
20,max_Ammonia_umolL,-0.5298822278897202
20,mean_Ammonia_umolL,-0.8144392262021263
20,range_Ammonia_umolL,-0.48924796890751415
20,cv_Ammonia_umolL,-0.39530256920887363
20,min_NN_umolL,-1.160054826657989
20,max_NN_umolL,-0.9962476568694758
20,mean_NN_umolL,-1.3645465286786571
20,range_NN_umolL,-0.5901801458479083
20,cv_NN_umolL,-0.31913743048748694
20,min_pH,0.1642559305753921
20,max_pH,0.5376837557236184
20,mean_pH,0.9529305595008508
20,range_pH,0.13768660579802244
20,cv_pH,-0.045180255121555594
20,min_Phosphate_umolL,-0.7696196041295011
20,max_Phosphate_umolL,0.885799998998226
20,mean_Phosphate_umolL,-0.7021237530722279
20,range_Phosphate_umolL,1.126551437813524
20,cv_Phosphate_umolL,1.468544858342774
20,min_Salinity,1.1777744568836124
20,max_Salinity,-0.2372684056006487
20,mean_Salinity,0.8664946235577959
20,range_Salinity,-1.3368208245209379
20,cv_Salinity,-1.4873829149773778
20,min_Silicate_umolL,-0.7899610254100099
20,max_Silicate_umolL,-1.161913947430965
20,mean_Silicate_umolL,-1.152990513792121
20,range_Silicate_umolL,-1.0783267603693234
20,cv_Silicate_umolL,-0.9399841864522914
20,del15N,-0.8445316924832672
20,N_percent,-0.4947856720624369
