Predictor_measurement,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic1,p.value1,df,logLik,AIC,BIC,deviance,df.residual,nobs
max_NN_umolL,(Intercept),1.2571910757099085,0.1305262538370279,9.631710393524422,2.775896755198134e-7,0.023890709518980497,-0.05119462051802093,0.49709783910623256,0.31818078854028253,0.5823042519582142,1,-9.72629547739863,25.45259095479726,27.57674155810389,3.2123814013731167,13,15
max_NN_umolL,Predictor_scaled,0.07885160113684454,0.13978917426192905,0.5640751621373545,0.5823042519582142,0.023890709518980497,-0.05119462051802093,0.49709783910623256,0.31818078854028253,0.5823042519582142,1,-9.72629547739863,25.45259095479726,27.57674155810389,3.2123814013731167,13,15
mean_NN_umolL,(Intercept),1.2429513358178788,0.1303405466076688,9.536183238200012,3.112854627314673e-7,4.661082832990714e-4,-0.07642111415644703,0.5030271365566891,0.006062233340063025,0.9391247908004239,1,-9.904154256953966,25.80830851390793,27.932459117214563,3.2894719014614857,13,15
mean_NN_umolL,Predictor_scaled,-0.009556738504039987,0.12274205169524635,-0.07786034510624126,0.9391247908004241,4.661082832990714e-4,-0.07642111415644703,0.5030271365566891,0.006062233340063025,0.9391247908004239,1,-9.904154256953966,25.80830851390793,27.932459117214563,3.2894719014614857,13,15
range_NN_umolL,(Intercept),1.2647834487852616,0.13079512831963297,9.669958392444283,2.652091086881524e-7,0.037641835675969015,-0.03638571542587954,0.4935839391258369,0.508484140238283,0.48839930746922167,1,-9.619886493393413,25.239772986786825,27.363923590093457,3.1671263645187127,13,15
range_NN_umolL,Predictor_scaled,0.10372717206346337,0.14546343268024026,0.7130807389337351,0.48839930746922233,0.037641835675969015,-0.03638571542587954,0.4935839391258369,0.508484140238283,0.48839930746922167,1,-9.619886493393413,25.239772986786825,27.363923590093457,3.1671263645187127,13,15
min_Phosphate_umolL,(Intercept),1.239291215470596,0.12881280298889516,9.620869872519071,2.8120979021928417e-7,0.02113669317546678,-0.05416048427257425,0.4977986065836582,0.2807102987366586,0.6051671435126702,1,-9.747426347742511,25.494852695485022,27.619003298791654,3.2214448853162123,13,15
min_Phosphate_umolL,Predictor_scaled,-0.06682684592596645,0.12613098599144018,-0.5298210063187933,0.60516714351267,0.02113669317546678,-0.05416048427257425,0.4977986065836582,0.2807102987366586,0.6051671435126702,1,-9.747426347742511,25.494852695485022,27.619003298791654,3.2214448853162123,13,15
max_Phosphate_umolL,(Intercept),1.2541931960649504,0.13532022972790683,9.268334812812547,4.312543002077262e-7,0.005412843290219609,-0.07109386107207105,0.5017808414907702,0.07074992100806701,0.7944198289913044,1,-9.866944290504932,25.733888581009865,27.858039184316496,3.273192167533411,13,15
max_Phosphate_umolL,Predictor_scaled,0.048386405473166284,0.1819115945968791,0.2659885730779934,0.7944198289913044,0.005412843290219609,-0.07109386107207105,0.5017808414907702,0.07074992100806701,0.7944198289913044,1,-9.866944290504932,25.733888581009865,27.858039184316496,3.273192167533411,13,15
mean_Phosphate_umolL,(Intercept),1.2400888068655413,0.13168738332455115,9.416914328149955,3.5960057509392286e-7,0.002116154366126683,-0.07464414145186349,0.502611762551973,0.02756834563462849,0.8706821656688457,1,-9.891762909661034,25.78352581932207,27.907676422628697,3.284041590122812,13,15
mean_Phosphate_umolL,Predictor_scaled,-0.026923237836173595,0.16215186017851724,-0.166037181482427,0.8706821656688459,0.002116154366126683,-0.07464414145186349,0.502611762551973,0.02756834563462849,0.8706821656688457,1,-9.891762909661034,25.78352581932207,27.907676422628697,3.284041590122812,13,15
range_Phosphate_umolL,(Intercept),1.2548480193410463,0.13100719584412868,9.57846636786314,2.958614971109455e-7,0.01640244623161074,-0.059258904058265394,0.49900094957379737,0.21678764876345957,0.6492026558210391,1,-9.78361246658113,25.56722493316226,27.69137553646889,3.237025319782169,13,15
range_Phosphate_umolL,Predictor_scaled,0.06863160611997521,0.14740319424104845,0.4656046056080843,0.649202655821039,0.01640244623161074,-0.059258904058265394,0.49900094957379737,0.21678764876345957,0.6492026558210391,1,-9.78361246658113,25.56722493316226,27.69137553646889,3.237025319782169,13,15
min_Salinity,(Intercept),1.2351693602290552,0.13364716116416311,9.242017185175051,4.454623572532294e-7,0.005309037767371146,-0.0712056516351387,0.5018070263571358,0.06938586314377684,0.7963620724576261,1,-9.867727028136896,25.73545405627379,27.85960465958042,3.273533792118086,13,15
min_Salinity,Predictor_scaled,0.03890665407489436,0.14770268358971783,0.26341196469366523,0.7963620724576262,0.005309037767371146,-0.0712056516351387,0.5018070263571358,0.06938586314377684,0.7963620724576261,1,-9.867727028136896,25.73545405627379,27.85960465958042,3.273533792118086,13,15
max_Salinity,(Intercept),1.2383470246302972,0.13112695455218024,9.443878482951524,3.480174678991572e-7,0.005541869211587827,-0.07095491007982835,0.501748292892673,0.0724457848150174,0.7920330173982985,1,-9.865971266494164,25.731942532988327,27.85609313629496,3.2727675424692504,13,15
max_Salinity,Predictor_scaled,0.03449071135099385,0.12814320759325565,0.2691575464574928,0.7920330173982985,0.005541869211587827,-0.07095491007982835,0.501748292892673,0.0724457848150174,0.7920330173982985,1,-9.865971266494164,25.731942532988327,27.85609313629496,3.2727675424692504,13,15
mean_Salinity,(Intercept),1.2352018915863041,0.13554941027440592,9.112558210956168,5.23001801635477e-7,0.0036388081749392925,-0.07300436042698832,0.5022281528353482,0.04747726694128051,0.8308955583206425,1,-9.880310048482254,25.76062009696451,27.88477070027114,3.279030527505275,13,15
mean_Salinity,Predictor_scaled,0.033415466625641564,0.15335737807104152,0.21789278772203663,0.8308955583206425,0.0036388081749392925,-0.07300436042698832,0.5022281528353482,0.04747726694128051,0.8308955583206425,1,-9.880310048482254,25.76062009696451,27.88477070027114,3.279030527505275,13,15
range_Salinity,(Intercept),1.2419882105371016,0.13145990062071225,9.447658218763474,3.4642586351747465e-7,6.098451064932208e-4,-0.07626632065454575,0.5029909666365111,0.00793282417841775,0.9303866655054474,1,-9.903075650513024,25.80615130102605,27.93030190433268,3.2889988627331137,13,15
range_Salinity,Predictor_scaled,-0.013632398069515234,0.15305881432520485,-0.08906640319681562,0.9303866655054475,6.098451064932208e-4,-0.07626632065454575,0.5029909666365111,0.00793282417841775,0.9303866655054474,1,-9.903075650513024,25.80615130102605,27.93030190433268,3.2889988627331137,13,15
min_pH,(Intercept),1.329885514911864,0.12154094835594571,10.941872125410372,6.271346651874598e-8,0.23478905374199224,0.17592667326060707,0.4401322977057083,3.988779451694832,0.06717711766682388,1,-7.9006228608635585,21.801245721727117,23.925396325033745,2.518313713288181,13,15
min_pH,Predictor_scaled,-0.36260763370985755,0.181558644128871,-1.997192892961226,0.06717711766682397,0.23478905374199224,0.17592667326060707,0.4401322977057083,3.988779451694832,0.06717711766682388,1,-7.9006228608635585,21.801245721727117,23.925396325033745,2.518313713288181,13,15
max_pH,(Intercept),1.2385119815145194,0.12918431595682456,9.587169869200295,2.92789042452018e-7,0.01808732158893655,-0.05744442290422214,0.4985733789907107,0.2394664880350381,0.6327448234094928,1,-9.77075415827188,25.54150831654376,27.665658919850387,3.231480385096793,13,15
max_pH,Predictor_scaled,0.0605649417982912,0.12376530936015816,0.4893531322419813,0.6327448234094928,0.01808732158893655,-0.05744442290422214,0.4985733789907107,0.2394664880350381,0.6327448234094928,1,-9.77075415827188,25.54150831654376,27.665658919850387,3.231480385096793,13,15
mean_pH,(Intercept),1.2773408281652219,0.13255529193282606,9.636286937623955,2.760763293779345e-7,0.05211954872103033,-0.02079433214658266,0.4898571319157248,0.7148096919386557,0.41314278465843024,1,-9.506199202108037,25.012398404216075,27.136549007522703,3.119480125953097,13,15
mean_pH,Predictor_scaled,-0.13256451693171206,0.1567949523224419,-0.8454641872596701,0.4131427846584308,0.05211954872103033,-0.02079433214658266,0.4898571319157248,0.7148096919386557,0.41314278465843024,1,-9.506199202108037,25.012398404216075,27.136549007522703,3.119480125953097,13,15
range_pH,(Intercept),1.303511385926397,0.11541398150905147,11.294224225547298,4.308540461406031e-8,0.2575723944836793,0.2004625786747316,0.4335305512477699,4.510124762883999,0.05345876468932943,1,-7.673926528693459,21.347853057386917,23.472003660693545,2.4433336052475383,13,15
range_pH,Predictor_scaled,0.3114335570781648,0.14664630619281147,2.123705432230185,0.05345876468932952,0.2575723944836793,0.2004625786747316,0.4335305512477699,4.510124762883999,0.05345876468932943,1,-7.673926528693459,21.347853057386917,23.472003660693545,2.4433336052475383,13,15
