Predictor_measurement,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic1,p.value1,df,logLik,AIC,BIC,deviance,df.residual,nobs
mean_Salinity,Predictor_scaled,-0.006767691239055138,0.02306244137151649,-0.29345077262347624,0.7738099160114664,0.0065805142910625464,-0.06983636922500946,0.0755268998177883,0.08611335595331526,0.7738099160114662,1,18.538174287320086,-31.07634857464017,-28.95219797133354,0.07415606374912101,13,15
range_Salinity,(Intercept),0.16735038914408182,0.019708904668690897,8.491105515870231,1.1578650458206336e-6,0.009651365892311286,-0.06652929826981846,0.07541007534498141,0.12669049290212234,0.7275979881765219,1,18.56139414368919,-31.122788287378377,-28.998637684071745,0.07392683302596505,13,15
range_Salinity,Predictor_scaled,-0.008167695658029113,0.022947085506643358,-0.35593607979821673,0.7275979881765218,0.009651365892311286,-0.06652929826981846,0.07541007534498141,0.12669049290212234,0.7275979881765219,1,18.56139414368919,-31.122788287378377,-28.998637684071745,0.07392683302596505,13,15
min_pH,(Intercept),0.17759683272092722,0.01966114278673166,9.0328845401997,5.777822249330068e-7,0.11718824242684613,0.049279645690449736,0.07119825924758709,1.7256761007997334,0.21167573698278458,1,19.423481973728865,-32.84696394745773,-30.7228133441511,0.06589949755852607,13,15
min_pH,Predictor_scaled,-0.038581819911971106,0.029369940539948954,-1.3136499156166885,0.2116757369827846,0.11718824242684613,0.049279645690449736,0.07119825924758709,1.7256761007997334,0.21167573698278458,1,19.423481973728865,-32.84696394745773,-30.7228133441511,0.06589949755852607,13,15
max_pH,(Intercept),0.16789720844047487,0.019552506665040083,8.586991495094354,1.0214693503053794e-6,0.008317076891687774,-0.06796622488587456,0.0754608579495477,0.10902880050918441,0.7465132181149183,1,18.551296252987136,-31.102592505974272,-28.97844190266764,0.07402643407226361,13,15
max_pH,Predictor_scaled,0.006185320406577839,0.018732320701949735,0.33019509461708324,0.7465132181149183,0.008317076891687774,-0.06796622488587456,0.0754608579495477,0.10902880050918441,0.7465132181149183,1,18.551296252987136,-31.102592505974272,-28.97844190266764,0.07402643407226361,13,15
mean_pH,(Intercept),0.17144147693372608,0.020315274611040133,8.439043045992493,1.2399321187391557e-6,0.018434056156462444,-0.05707101644688661,0.07507495181774819,0.24414328098592938,0.6294732152615805,1,18.628202932752735,-31.25640586550547,-29.13225526219884,0.07327122907568376,13,15
mean_pH,Predictor_scaled,-0.01187353652287727,0.024030217636799873,-0.4941085720627905,0.6294732152615802,0.018434056156462444,-0.05707101644688661,0.07507495181774819,0.24414328098592938,0.6294732152615805,1,18.628202932752735,-31.25640586550547,-29.13225526219884,0.07327122907568376,13,15
range_pH,(Intercept),0.1747384006455551,0.018854560892183826,9.267699292747414,4.3159164482116154e-7,0.12645602710411308,0.05926033688135257,0.07082355248685396,1.8819068110603303,0.19332882364671308,1,19.502633399613647,-33.00526679922729,-30.88111619592066,0.06520768262915605,13,15
range_pH,Predictor_scaled,0.032864587402453675,0.023956817653928295,1.3718260863026077,0.19332882364671308,0.12645602710411308,0.05926033688135257,0.07082355248685396,1.8819068110603303,0.19332882364671308,1,19.502633399613647,-33.00526679922729,-30.88111619592066,0.06520768262915605,13,15
